mt,btu,bt,bet,p,ph,rt,asc,ad,e,pt,target
18,0,52,4.81,0.012,3,30,9.92,5,24,600,12.5
18,0,52,4.81,0.012,3,30,32.3,5,24,600,15.1
18,0,52,4.81,0.012,3,30,77.2,5,24,600,14.8
18,1,53,20.7,0.027,6,25,4,0.667,24,400,3.04
18,1,53,20.7,0.027,6,25,20,0.667,24,400,17.1
18,1,53,20.7,0.027,6,25,60,0.667,24,400,19.2
18,1,53,20.7,0.027,6,25,200,0.667,24,400,21.9
18,1,53,20.7,0.027,6,25,400,0.667,24,400,23.6
18,1,54,29.1,0.039,6,25,4,0.667,24,500,7.61
18,1,54,29.1,0.039,6,25,20,0.667,24,500,15.4
18,1,54,29.1,0.039,6,25,60,0.667,24,500,20.7
18,1,54,29.1,0.039,6,25,200,0.667,24,500,23.2
18,1,54,29.1,0.039,6,25,400,0.667,24,500,24.3
18,1,55,29.8,0.038,6,25,4,0.667,24,600,10.6
18,1,55,29.8,0.038,6,25,20,0.667,24,600,16.3
18,1,55,29.8,0.038,6,25,60,0.667,24,600,16.9
18,1,55,29.8,0.038,6,25,200,0.667,24,600,17.7
18,1,55,29.8,0.038,6,25,400,0.667,24,600,18.3
18,1,56,49.1,0.357,6,25,4,0.667,24,500,18.3
18,1,56,49.1,0.357,6,25,20,0.667,24,500,26
18,1,56,49.1,0.357,6,25,60,0.667,24,500,30.4
18,1,56,49.1,0.357,6,25,200,0.667,24,500,30.4
18,1,56,49.1,0.357,6,25,400,0.667,24,500,31
18,0,57,174.4,0.357,7.5,22,20,2.5,1,600,0.86
18,0,57,174.4,0.357,7.5,22,20,2.5,2,600,1.04
18,0,57,174.4,0.357,7.5,22,20,2.5,4,600,1.06
18,0,57,174.4,0.357,7.5,22,20,2.5,8,600,1.3
18,0,57,174.4,0.357,7.5,22,20,2.5,12,600,1.38
18,0,57,174.4,0.357,7.5,22,20,2.5,24,600,1.44
18,0,57,174.4,0.357,7.5,22,20,2.5,48,600,1.49
18,0,57,174.4,0.357,3,22,50,2.5,24,600,3.55
18,0,57,174.4,0.357,4,22,50,2.5,24,600,1.95
18,0,57,174.4,0.357,5,22,50,2.5,24,600,1.81
18,0,57,174.4,0.357,6,22,50,2.5,24,600,1.48
18,0,57,174.4,0.357,7,22,50,2.5,24,600,0.95
18,0,57,174.4,0.357,9,22,50,2.5,24,600,0.69
18,0,58,387,0.357,7.5,22,20,2.5,1,600,0.64
18,0,58,387,0.357,7.5,22,20,2.5,2,600,2.85
18,0,58,387,0.357,7.5,22,20,2.5,4,600,3.23
18,0,58,387,0.357,7.5,22,20,2.5,8,600,3.78
18,0,58,387,0.357,7.5,22,20,2.5,12,600,3.86
18,0,58,387,0.357,7.5,22,20,2.5,24,600,4.14
18,0,58,387,0.357,7.5,22,20,2.5,48,600,4.2
18,0,58,387,0.357,3,22,50,2.5,24,600,7.05
18,0,58,387,0.357,4,22,50,2.5,24,600,6.12
18,0,58,387,0.357,5,22,50,2.5,24,600,4.9
18,0,58,387,0.357,6,22,50,2.5,24,600,4.52
18,0,58,387,0.357,7,22,50,2.5,24,600,4.07
18,0,58,387,0.357,8,22,50,2.5,24,600,3.76
18,0,58,387,0.357,9,22,50,2.5,24,600,3.52
18,1,59,2.8,0.357,6,25,100,1,12,350,51.15
18,1,59,2.8,0.357,6,25,100,1,24,350,55.73
18,1,59,2.8,0.357,6,25,100,1,36,350,60.05
18,1,59,2.8,0.357,6,25,100,1,48,350,62.34
18,1,60,37.1,0.098,6,25,100,1,12,700,24.24
18,1,60,37.1,0.098,6,25,100,1,24,700,28.79
18,1,60,37.1,0.098,6,25,100,1,36,700,31.31
18,1,60,37.1,0.098,6,25,100,1,48,700,34.34
18,1,61,5.2,0.098,6,25,100,1,12,350,2.538
18,1,61,5.2,0.098,6,25,100,1,24,350,2.792
18,1,61,5.2,0.098,6,25,100,1,36,350,3.553
18,1,61,5.2,0.098,6,25,100,1,48,350,3.299
18,1,62,15.6,0.098,6,25,100,1,12,700,3.308
18,1,62,15.6,0.098,6,25,100,1,24,700,2.799
18,1,62,15.6,0.098,6,25,100,1,36,700,3.308
18,1,62,15.6,0.098,6,25,100,1,48,700,2.799
18,1,23,71.04,0.025,2,25,10,5,48,600,0.0922
18,1,23,71.04,0.025,4,25,10,5,48,600,0.199
18,1,23,71.04,0.025,5,25,10,5,48,600,0.146
18,1,23,71.04,0.025,6,25,10,5,48,600,0.131
18,1,23,71.04,0.025,8,25,10,5,48,600,0.136
18,1,23,71.04,0.025,10,25,10,5,48,600,0.126
18,0,63,297.13,0.098,2,25,10,5,48,600,1.174
18,0,63,297.13,0.098,4,25,10,5,48,600,1.394
18,0,63,297.13,0.098,5,25,10,5,48,600,1.704
18,0,63,297.13,0.098,6,25,10,5,48,600,1.844
18,0,63,297.13,0.098,8,25,10,5,48,600,1.568
18,0,63,297.13,0.098,10,25,10,5,48,600,1.578
18,1,64,49.1,0.098,1.1,22,10,2,2,500,1.525
18,1,64,49.1,0.098,3.5,22,10,2,2,500,1.43
18,1,64,49.1,0.098,4.5,22,10,2,2,500,1.235
18,1,64,49.1,0.098,5.6,22,10,2,2,500,0.715
18,1,64,49.1,0.098,7.9,22,10,2,2,500,0.57
18,0,65,297.13,0.098,1.1,22,10,2,2,500,4.3
18,0,65,297.13,0.098,3.5,22,10,2,2,500,3.895
18,0,65,297.13,0.098,4.5,22,10,2,2,500,3.765
18,0,65,297.13,0.098,5.6,22,10,2,2,500,3.72
18,0,65,297.13,0.098,7.9,22,10,2,2,500,3.115
18,0,65,297.13,0.098,5,22,3.55,2,2,500,1.53
18,0,65,297.13,0.098,5,22,5.22,2,2,500,2.106
18,0,65,297.13,0.098,5,22,6.9,2,2,500,2.639
18,0,65,297.13,0.098,5,22,10.4,2,2,500,3.754
18,0,65,297.13,0.098,5,22,13.8,2,2,500,4.796
18,0,65,297.13,0.098,5,22,17.2,2,2,500,5.22
18,0,65,297.13,0.098,5,22,21.6,2,2,500,4.752
18,0,65,297.13,0.098,5,22,25.8,2,2,500,1.214
18,1,66,155,0.098,4,25,1,1,3,450,0.761
18,1,66,49.1,0.098,4,25,2.5,1,3,450,1.458
18,1,66,49.1,0.098,2,25,2.5,1,3,450,1.12
18,1,66,49.1,0.098,4,25,2.5,1,3,450,1.325
18,1,66,49.1,0.098,6,25,2.5,1,3,450,1.15
18,1,66,49.1,0.098,9,25,2.5,1,3,450,0.78
18,1,66,49.1,0.098,4,25,5,1,3,450,2.555
18,1,66,49.1,0.098,4,25,10,1,3,450,4.83
18,1,66,49.1,0.098,4,25,2.5,1,0.083,450,0.172
18,1,66,49.1,0.098,4,25,2.5,1,0.333,450,0.718
18,1,66,49.1,0.098,4,25,2.5,1,0.5,450,0.798
18,1,66,49.1,0.098,4,25,2.5,1,1,450,1.093
18,1,66,49.1,0.098,4,25,2.5,1,1.5,450,1.235
18,1,66,49.1,0.098,4,25,2.5,1,2,450,1.315
18,1,66,49.1,0.098,4,25,2.5,1,3,450,1.458
18,0,67,297.13,0.153,4,25,1,1,3,450,0.821
18,0,67,297.13,0.153,4,25,2.5,1,3,450,1.903
18,0,67,297.13,0.153,2,25,2.5,1,3,450,1.598
18,0,67,297.13,0.153,4,25,2.5,1,3,450,1.72
18,0,67,297.13,0.153,6,25,2.5,1,3,450,1.658
18,0,67,297.13,0.153,9,25,2.5,1,3,450,1.115
18,0,67,297.13,0.153,4,25,5,1,3,450,3
18,0,67,297.13,0.153,4,25,10,1,3,450,5.57
18,0,67,297.13,0.153,4,25,2.5,1,0.083,450,0.625
18,0,67,297.13,0.153,4,25,2.5,1,0.333,450,1.078
18,0,67,297.13,0.153,4,25,2.5,1,0.5,450,1.155
18,0,67,297.13,0.153,4,25,2.5,1,1,450,1.393
18,0,67,297.13,0.153,4,25,2.5,1,1.5,450,1.6
18,0,67,297.13,0.153,4,25,2.5,1,2,450,1.753
18,0,67,297.13,0.153,4,25,2.5,1,3,450,1.895
18,0,68,297.13,0.153,4,25,1,1,3,450,0.994
18,0,68,297.13,0.153,4,25,2.5,1,3,450,2.428
18,0,68,297.13,0.153,2,25,2.5,1,3,450,2.068
18,0,68,297.13,0.153,4,25,2.5,1,3,450,2.228
18,0,68,297.13,0.153,6,25,2.5,1,3,450,2.215
18,0,68,297.13,0.153,9,25,2.5,1,3,450,2.153
18,0,68,297.13,0.153,4,25,5,1,3,450,4.795
18,0,68,297.13,0.153,4,25,10,1,3,450,9.48
18,0,68,297.13,0.153,4,25,2.5,1,0.083,450,1.013
18,0,68,297.13,0.153,4,25,2.5,1,0.333,450,2.118
18,0,68,297.13,0.153,4,25,2.5,1,0.5,450,2.275
18,0,68,297.13,0.153,4,25,2.5,1,1,450,2.333
18,0,68,297.13,0.153,4,25,2.5,1,1.5,450,2.385
18,0,68,297.13,0.153,4,25,2.5,1,2,450,2.405
18,0,68,297.13,0.153,4,25,2.5,1,3,450,2.42
18,1,69,155,0.153,6.85,25,0.9,4,2.03,300,0.0171
18,1,69,155,0.153,6.85,25,0.9,4,5.44,300,0.0257
18,1,69,155,0.153,6.85,25,0.9,4,10.8,300,0.0394
18,1,69,155,0.153,6.85,25,0.9,4,21.2,300,0.0405
18,1,69,155,0.153,6.85,25,0.9,4,63.2,300,0.0394
18,1,70,51,0.058,6.85,25,0.9,4,2.03,300,0.0612
18,1,70,51,0.058,6.85,25,0.9,4,5.44,300,0.0599
18,1,70,51,0.058,6.85,25,0.9,4,10.8,300,0.0623
18,1,70,51,0.058,6.85,25,0.9,4,21.2,300,0.0628
18,1,70,51,0.058,6.85,25,0.9,4,63.2,300,0.068
18,1,71,5,0.029,6.85,25,0.9,4,2.03,300,0.032
18,1,71,5,0.029,6.85,25,0.9,4,5.44,300,0.0394
18,1,71,5,0.029,6.85,25,0.9,4,10.8,300,0.0446
18,1,71,5,0.029,6.85,25,0.9,4,21.2,300,0.0549
18,1,71,5,0.029,6.85,25,0.9,4,63.2,300,0.0549
19,0,72,52.75,0.169,6,22,25.56,5,6,40,4.9
19,0,72,52.75,0.169,6,22,51.27,5,6,40,9.79
19,0,72,52.75,0.169,6,22,100.26,5,6,40,16.08
19,0,72,52.75,0.169,6,22,151.91,5,6,40,19.85
19,0,72,52.75,0.169,6,22,300.42,5,6,40,31.11
19,0,72,52.75,0.169,6,22,497.69,5,6,40,47.47
19,0,72,52.75,0.169,6,22,750.6,5,6,40,58.17
19,0,72,52.75,0.169,6,22,1001.07,5,6,40,58.27
20,0,73,330,0.029,2,25,6.66,1,1,200,14.96
20,0,73,330,0.029,2,25,29.54,1,1,200,20.42
20,0,73,330,0.029,2,25,59.69,1,1,200,43.65
20,0,73,330,0.029,2,25,96.09,1,1,200,50.84
20,0,73,330,0.029,2,25,133.53,1,1,200,71.26
20,0,73,330,0.029,2,25,201.58,1,1,200,92.59
20,0,73,330,0.029,2,25,291.01,1,1,200,99.78
20,0,73,330,0.029,2,25,390.9,1,1,200,102.02
20,0,74,75,0.029,2,25,15.53,1,1,200,5.87
20,0,74,75,0.029,2,25,35.79,1,1,200,15.33
20,0,74,75,0.029,2,25,62.77,1,1,200,40.84
20,0,74,75,0.029,2,25,100.76,1,1,200,48.57
20,0,74,75,0.029,2,25,175.07,1,1,200,57.83
20,0,74,75,0.029,2,25,232.85,1,1,200,69.36
20,0,74,75,0.029,2,25,325.93,1,1,200,74.28
20,0,74,75,0.029,2,25,421.52,1,1,200,76.92
20,0,75,43,0.29,2,25,11.89,1,1,200,8.93
20,0,75,43,0.29,2,25,22.81,1,1,200,30.83
20,0,75,43,0.29,2,25,56.05,1,1,200,45.18
20,0,75,43,0.29,2,25,102.35,1,1,200,55.56
20,0,75,43,0.29,2,25,138.2,1,1,200,61.8
20,0,75,43,0.29,2,25,225.01,1,1,200,75.6
20,0,75,43,0.29,2,25,315,1,1,200,84.65
20,0,75,43,0.29,2,25,411.16,1,1,200,86.35
21,0,76,317.07,1.706,4,25,0.15,0.5,24,25,98.78
21,0,76,317.07,1.706,4,25,1.53,0.5,24,25,116.3
21,0,76,317.07,1.706,4,25,4.96,0.5,24,25,138.62
21,0,76,317.07,1.706,4,25,6.84,0.5,24,25,145.29
21,0,76,317.07,1.706,4,25,9.95,0.5,24,25,159.25
21,0,76,317.07,1.706,4,25,13.95,0.5,24,25,171.7
21,0,76,317.07,1.706,4,25,17.87,0.5,24,25,184.59
21,0,76,317.07,1.706,4,25,21.12,0.5,24,25,197.49
21,0,76,317.07,1.706,4,25,25.49,0.5,24,25,209.41
21,0,76,317.07,1.706,8,25,1.53,0.5,24,25,56.36
21,0,76,317.07,1.706,8,25,4.4,0.5,24,25,70.85
21,0,76,317.07,1.706,8,25,8.21,0.5,24,25,82.77
21,0,76,317.07,1.706,8,25,11.76,0.5,24,25,96.2
21,0,76,317.07,1.706,8,25,17.06,0.5,24,25,115.32
21,0,76,317.07,1.706,8,25,22.99,0.5,24,25,134.97
21,0,76,317.07,1.706,8,25,26.92,0.5,24,25,145.29
21,0,76,317.07,1.706,8,25,31.92,0.5,24,25,155.6
21,0,76,317.07,1.706,8,25,38.65,0.5,24,25,162.36
21,0,76,170.51,0.29,2,25,1,1.4,24,110,13.33
21,0,76,170.51,0.29,2,25,3.16,1.4,24,110,16.68
21,0,76,170.51,0.29,2,25,6.54,1.4,24,110,22.7
21,0,76,170.51,0.29,2,25,19.33,1.4,24,110,24.16
21,0,76,170.51,0.29,2,25,27.83,1.4,24,110,28.06
21,0,76,170.51,0.29,2,25,58.03,1.4,24,110,27.58
21,0,76,170.51,0.29,2,25,85.26,1.4,24,110,35.38
21,0,76,170.51,0.29,2,35,0.92,1.4,24,110,13.49
21,0,76,170.51,0.29,2,35,2.08,1.4,24,110,17.17
21,0,76,170.51,0.29,2,35,4.05,1.4,24,110,24.6
21,0,76,170.51,0.29,2,35,15.95,1.4,24,110,26.37
21,0,76,170.51,0.29,2,35,23.38,1.4,24,110,31.32
21,0,76,170.51,0.29,2,35,54.57,1.4,24,110,30.61
21,0,76,170.51,0.29,2,35,81.37,1.4,24,110,38.25
21,0,76,170.51,0.29,2,45,0.6,1.4,24,110,13.86
21,0,76,170.51,0.29,2,45,1.6,1.4,24,110,17.65
21,0,76,170.51,0.29,2,45,3.57,1.4,24,110,25.02
21,0,76,170.51,0.29,2,45,13.96,1.4,24,110,28.22
21,0,76,170.51,0.29,2,45,22.38,1.4,24,110,31.96
21,0,76,170.51,0.29,2,45,50.85,1.4,24,110,33.27
21,0,76,170.51,0.29,2,45,80.72,1.4,24,110,38.8
22,0,17,63.6,0.381,6,25,0.1,0.2,24,25,4.49
22,0,17,63.6,0.381,6,25,0.22,0.2,24,25,8.61
22,0,17,63.6,0.381,6,25,1.57,0.2,24,25,16.09
22,0,17,63.6,0.381,6,25,3.3,0.2,24,25,22.59
22,0,17,63.6,0.381,6,25,5.79,0.2,24,25,21.93
23,0,77,90.246,0.41,3,30,0.67,0.5,12,25,30.11
23,0,78,90.246,0.41,3,30,0.96,0.5,12,25,37.97
23,0,77,90.246,0.41,3,30,2.08,0.5,12,25,45.21
23,0,78,90.246,0.41,3,30,4.46,0.5,12,25,61.8
23,0,77,90.246,0.41,3,30,6.86,0.5,12,25,63.19
23,0,78,90.246,0.41,3,30,10.12,0.5,12,25,63.83
23,0,77,90.246,0.41,3,30,12.63,0.5,12,25,63.5
23,0,78,90.246,0.41,3,30,18.58,0.5,12,25,63.19
23,0,77,90.246,0.41,3,30,30.53,0.5,12,25,64.14
23,0,78,192.97,0.41,3,30,0.03,0.5,12,25,29.67
23,0,77,192.97,0.41,3,30,0.73,0.5,12,25,38.39
23,0,78,192.97,0.41,3,30,1.9,0.5,12,25,49.14
23,0,77,192.97,0.41,3,30,3.71,0.5,12,25,65.42
23,0,78,192.97,0.41,3,30,4.99,0.5,12,25,67.76
23,0,77,192.97,0.41,3,30,8.6,0.5,12,25,67.76
23,0,78,192.97,0.41,3,30,10.01,0.5,12,25,68.93
23,0,77,192.97,0.41,3,30,16.07,0.5,12,25,68.82
23,0,78,192.97,0.41,3,30,28.14,0.5,12,25,68.62
23,0,77,79.39,0.41,3,30,0.09,0.5,12,25,19.88
23,0,78,79.39,0.41,3,30,1.79,0.5,12,25,38.5
23,0,77,79.39,0.41,3,30,3.53,0.5,12,25,49.36
23,0,78,79.39,0.41,3,30,4.93,0.5,12,25,51.17
23,0,77,79.39,0.41,3,30,8.6,0.5,12,25,51.49
23,0,78,79.39,0.41,3,30,12.63,0.5,12,25,52.35
23,0,77,79.39,0.41,3,30,17.59,0.5,12,25,51.38
23,0,78,79.39,0.41,3,30,23.65,0.5,12,25,52.02
23,0,77,79.39,0.41,3,30,35.48,0.5,12,25,51.71
23,0,78,427.23,0.41,4,25,1.2,20,24,25,0.36
23,0,77,427.23,0.41,4,25,2.01,20,24,25,0.42
23,0,78,427.23,0.41,4,25,3.57,20,24,25,0.45
23,0,77,427.23,0.41,4,25,4.99,20,24,25,0.52
23,0,78,427.23,0.41,4,25,6.15,20,24,25,0.61
23,0,77,427.23,0.41,4,25,6.91,20,24,25,0.67
23,0,78,427.23,0.41,4,25,10.69,20,24,25,0.74
23,0,77,427.23,0.41,4,25,14.18,20,24,25,0.81
23,0,78,427.23,0.41,4,25,19.79,20,24,25,1.03
23,0,77,427.23,0.41,4,25,29.44,20,24,25,1.04
24,0,79,427.23,0.41,7,25,0.01,0.33,3,25,3.06
24,0,79,427.23,0.41,7,25,0.08,0.33,3,25,14.65
24,0,79,427.23,0.41,7,25,0.5,0.33,3,25,28.27
24,0,79,427.23,0.41,7,25,1.87,0.33,3,25,53.49
24,0,79,427.23,0.41,7,25,8.98,0.33,3,25,105.28
24,0,79,427.23,0.41,7,25,17.32,0.33,3,25,129.13
24,0,79,427.23,0.41,7,25,28.43,0.33,3,25,139.82
25,0,80,427.23,0.41,7,25,0.41,4,1,25,0.09
25,0,80,427.23,0.41,7,25,0.62,4,1,25,0.12
25,0,80,427.23,0.41,7,25,0.83,4,1,25,0.16
25,0,80,427.23,0.41,7,25,1.03,4,1,25,0.2
25,0,80,427.23,0.41,7,25,2.03,4,1,25,0.24
25,0,80,427.23,0.41,7,25,3.02,4,1,25,0.24
25,0,80,427.23,0.41,7,25,5.01,4,1,25,0.25
25,0,80,427.23,0.41,7,25,6.02,4,1,25,0.25
25,0,80,427.23,0.41,7,25,7,4,1,25,0.25
26,0,80,427.23,0.41,7,25,0.42,4,1,25,0.08
26,0,80,427.23,0.41,7,25,0.63,4,1,25,0.11
26,0,80,427.23,0.41,7,25,0.82,4,1,25,0.14
26,0,80,427.23,0.41,7,25,1.02,4,1,25,0.16
26,0,80,427.23,0.41,7,25,2.01,4,1,25,0.17
26,0,80,427.23,0.41,7,25,3.02,4,1,25,0.17
26,0,80,427.23,0.41,7,25,5.02,4,1,25,0.17
27,0,81,170.51,0.29,7,25,0.05,0.05,0.5,90,40.03
27,0,81,170.51,0.29,7,25,0.06,0.05,0.5,90,44.79
27,0,81,170.51,0.29,7,25,0.04,0.05,0.5,90,45.39
27,0,81,170.51,0.29,7,25,0.07,0.05,0.5,90,58.9
27,0,81,170.51,0.29,7,25,0.07,0.05,0.5,90,79.06
27,0,81,170.51,0.29,7,25,0.08,0.05,0.5,90,103.6
27,0,81,170.51,0.29,7,25,0.1,0.05,0.5,90,134.74
27,0,81,170.51,0.29,7,25,0.11,0.05,0.5,90,162.09
27,0,81,170.51,0.29,7,25,0.12,0.05,0.5,90,173.44
27,0,81,170.51,0.29,7,25,0.3,0.05,0.5,90,187.28
27,0,81,170.51,0.29,7,25,0.65,0.05,0.5,90,187.6
27,0,81,170.51,0.29,7,25,1.24,0.05,0.5,90,192.9
27,0,81,170.51,0.29,7,25,1.65,0.05,0.5,90,195.76
28,0,82,427.23,0.41,7,25,0.1,0.5,8,25,0.39
28,0,82,427.23,0.41,7,25,0.62,0.5,8,25,0.69
28,0,82,427.23,0.41,7,25,1.14,0.5,8,25,0.95
28,0,82,427.23,0.41,7,25,1.46,0.5,8,25,1.34
28,0,82,427.23,0.41,7,25,1.78,0.5,8,25,1.74
28,0,82,427.23,0.41,7,25,2.04,0.5,8,25,2.22
28,0,82,427.23,0.41,7,25,2.34,0.5,8,25,2.51
28,0,82,427.23,0.41,7,25,2.52,0.5,8,25,2.94
28,0,82,427.23,0.41,7,25,2.63,0.5,8,25,3.24
28,0,82,427.23,0.41,7,25,2.95,0.5,8,25,3.53
28,0,82,427.23,0.41,7,25,3.26,0.5,8,25,3.55
28,0,82,427.23,0.41,7,25,3.6,0.5,8,25,3.71
28,0,82,427.23,0.41,7,25,3.85,0.5,8,25,3.71
28,0,82,427.23,0.41,7,25,4.07,0.5,8,25,3.53
29,1,83,13.4,0.41,11.5,25,11.7,5,24,25,0.3
29,1,83,13.4,0.41,11.5,25,13.28,5,24,25,8.75
29,1,83,13.4,0.41,11.5,25,36.49,5,24,25,16.59
29,1,83,13.4,0.41,11.5,25,63.42,5,24,25,21.57
29,1,83,13.4,0.41,11.5,25,113.09,5,24,25,24.43
29,1,83,13.4,0.41,11.5,25,295.39,5,24,25,26.19
29,0,83,13.4,0.29,11.5,25,7.31,5,24,105,5.53
29,0,83,13.4,0.29,11.5,25,5.73,5,24,105,14.28
29,0,83,13.4,0.29,11.5,25,7.87,5,24,105,18.65
29,0,83,13.4,0.29,11.5,25,17.1,5,24,105,23.88
29,0,83,13.4,0.29,11.5,25,20.83,5,24,105,28.8
29,0,83,13.4,0.29,11.5,25,33.22,5,24,105,30.26
29,0,83,13.4,0.29,11.5,25,79.64,5,24,105,33.18
29,0,83,13.4,0.29,11.5,25,87.19,5,24,105,47.7
29,0,83,13.4,0.29,11.5,25,118.97,5,24,105,23.88
30,1,83,23,0.41,11.5,25,5.17,5,24,25,30.86
30,1,83,23,0.41,11.5,25,9.55,5,24,25,86.41
30,1,83,23,0.41,11.5,25,25.12,5,24,25,120.14
30,1,83,23,0.41,11.5,25,83.92,5,24,25,139.9
30,1,83,23,0.41,11.5,25,157.83,5,24,25,151.56
30,0,83,23,0.29,11.5,25,7.31,5,24,105,36.39
30,0,83,23,0.29,11.5,25,6.29,5,24,105,41.32
30,0,83,23,0.29,11.5,25,7.87,5,24,105,101.24
30,0,83,23,0.29,11.5,25,22.97,5,24,105,111.7
30,0,83,23,0.29,11.5,25,62.95,5,24,105,147.49
30,0,83,23,0.29,11.5,25,133.6,5,24,105,158.55
30,0,83,23,0.29,11.5,25,222.6,5,24,105,159.7
30,0,83,23,0.29,11.5,25,322.88,5,24,105,169.61
30,0,83,73.01,0.41,3,25,1.07,5,3,25,9.6
30,0,83,73.01,0.41,3,25,7.59,5,3,25,15.64
30,0,83,73.01,0.41,3,25,16.13,5,3,25,21.28
30,0,83,73.01,0.41,3,25,28.68,5,3,25,26.45
30,0,83,73.01,0.41,3,25,44.11,5,3,25,29.08
31,0,84,52.75,0.41,6.8,25,0.01,1,3,60,0.81
31,0,84,52.75,0.41,6.8,25,0.02,1,3,60,1.5
31,0,84,52.75,0.41,6.8,25,0.03,1,3,60,2.68
31,0,84,52.75,0.41,6.8,25,0.05,1,3,60,4.83
31,0,84,52.75,0.41,6.8,25,0.07,1,3,60,7.85
31,0,84,52.75,0.41,6.8,25,0.1,1,3,60,9.72
31,0,84,52.75,0.41,6.8,25,0.21,1,3,60,14.61
31,0,84,52.75,0.41,6.8,25,0.35,1,3,60,19.61
31,0,84,52.75,0.41,6.8,25,0.68,1,3,60,29.09
31,0,84,52.75,0.41,6.8,25,1.1,1,3,60,38.88
31,0,84,52.75,0.41,6.8,25,1.99,1,3,60,47.97
