mt,btu,bt,bet,p,ph,rt,asc,ad,e,pt,target
ricestrawbiochar,Modified,goethite,265.44,,,40,75,1,24,70,58.04
ricestrawbiochar,Modified,goethite,265.44,,,40,100,1,24,70,65.61
ricestrawbiochar,Modified,goethite,265.44,,,40,125,1,24,70,73.03
ricestrawbiochar,Modified,goethite,265.44,,,40,150,1,24,70,80.6
ricestrawbiochar,Modified,goethite,265.44,,,40,200,1,24,70,89.81
ricestrawbiochar,Modified,goethite,265.44,,,40,250,1,24,70,97.57
goethite,Modified,MBC-100,71,0.11,7,25,1,2,2,700,0.431
goethite,Modified,MBC-100,71,0.11,7,25,5,2,2,700,1.301
goethite,Modified,MBC-100,71,0.11,7,25,10,2,2,700,2.179
goethite,Modified,MBC-100,71,0.11,4,25,10,2,2,700,2.178
goethite,Modified,MBC-100,71,0.11,7,25,10,2,2,700,1.921
goethite,Modified,MBC-100,71,0.11,10,25,10,2,2,700,1.214
biochar,Unmodified,BC,5.525,0.005,7,25,50,0.5,0.3,600,4.69
biochar,Unmodified,BC,5.525,0.005,7,25,50,0.5,1.2,600,4.92
biochar,Unmodified,BC,5.525,0.005,7,25,50,0.5,6,600,5.14
biochar,Unmodified,BC,5.525,0.005,7,25,50,0.5,12,600,4.92
biochar,Modified,MBC,6.881,0.024,7,25,50,0.5,0.3,600,28.6
biochar,Modified,MBC,6.881,0.024,7,25,50,0.5,1.2,600,67.5
biochar,Modified,MBC,6.881,0.024,7,25,50,0.5,6,600,71.3
biochar,Modified,MBC,6.881,0.024,7,25,50,0.5,12,600,72.4
biochar,Modified,MBC,6.881,0.024,3,25,100,0.5,12,600,81.9
biochar,Modified,MBC,6.881,0.024,5,25,100,0.5,12,600,105.5
biochar,Modified,MBC,6.881,0.024,7,25,100,0.5,12,600,81.2
biochar,Modified,MBC,6.881,0.024,9,25,100,0.5,12,600,70
biochar,Modified,MBC,6.881,0.024,11,25,100,0.5,12,600,58.4
biochar,Unmodified,550Cumendedricehuskchar(550UA-RHC),181,0.0808,6.85,25,0.1009,0.4,168,550,0.108
biochar,Unmodified,550UA-RHC,181,0.0808,6.85,25,0.275,0.4,168,550,0.0987
biochar,Unmodified,550UA-RHC,181,0.0808,6.85,25,0.426,0.4,168,550,0.115
biochar,Unmodified,550UA-RHC,181,0.0808,6.85,25,0.942,0.4,168,550,0.134
biochar,Modified,550Cironoxideamendedricehuskchar(550CIOA-RHC),77.3,0.055,6.85,25,0.0224,0.4,168,550,0.303
biochar,Modified,550CIOA-RHC,77.3,0.055,6.85,25,0.084,0.4,168,550,0.389
biochar,Modified,550CIOA-RHC,77.3,0.055,6.85,25,0.303,0.4,168,550,0.615
biochar,Modified,550CIOA-RHC,77.3,0.055,6.85,25,1.777,0.4,168,550,0.729
biochar,Modified,950Cironoxideamendedricehuskchar(950CIOA-RHC),220,0.1424,6.85,25,0.0168,0.4,168,950,0.451
biochar,Modified,950CIOA-RHC,220,0.1424,6.85,25,0.0561,0.4,168,950,0.841
biochar,Modified,950CIOA-RHC,220,0.1424,6.85,25,0.292,0.4,168,950,1.426
biochar,Modified,950CIOA-RHC,220,0.1424,6.85,25,1.9,0.4,168,950,1.364
biochar,Unmodified,perillaleaf-derivedbiocharsBC300,3.2,0.01,7,20,7.5,1,2,300,1.98
biochar,Unmodified,BC300,3.2,0.01,7,20,8.1,1,2,300,2.41
biochar,Unmodified,BC300,3.2,0.01,7,20,8.7,1,2,300,2.69
biochar,Unmodified,BC300,3.2,0.01,7,20,9.8,1,2,300,2.87
biochar,Unmodified,BC300,3.2,0.01,7,20,10.7,1,2,300,3.01
biochar,Unmodified,perillaleaf-derivedbiocharsBC700,473.4,0.1,7,20,7.23,1,2,700,2.01
biochar,Unmodified,BC700,473.4,0.1,7,20,7.84,1,2,700,2.64
biochar,Unmodified,BC700,473.4,0.1,7,20,8.73,1,2,700,2.98
biochar,Unmodified,BC700,473.4,0.1,7,20,9.55,1,2,700,2.82
biochar,Unmodified,BC700,473.4,0.1,7,20,10.7,1,2,700,2.98
biochar,Unmodified,Biochar(BC),6.7,,5,25,10,2,1,700,1.49
biochar,Unmodified,Biochar(BC),6.7,,7,25,10,2,1,700,2.055
biochar,Unmodified,Biochar(BC),6.7,,9,25,10,2,1,700,1.82
biochar,Modified,Activatedbiochar(BCA),1240,,5,25,10,2,1,700,1.76
biochar,Modified,BCA,1240,,7,25,10,2,1,700,1.93
biochar,Modified,BCA,1240,,9,25,10,2,1,700,2.2
biochar,Modified,RawFe3O4noparticle-coveredbiochar(BC-Fe),28.9,,5,25,10,2,1,700,4.365
biochar,Modified,BC-Fe,28.9,,7,25,10,2,1,700,4.535
biochar,Modified,BC-Fe,28.9,,9,25,10,2,1,700,4.55
biochar,Modified,ActivatedbiocharcoveredwithFe3O4noparticles(BCA-Fe),482.4,,5,25,10,2,1,700,1.185
biochar,Modified,BCA-Fe,482.4,,7,25,10,2,1,700,2.225
biochar,Modified,BCA-Fe,482.4,,9,25,10,2,1,700,1.835
biochar,Unmodified,pinewoodbiochar(PB),209.6,0.016,7,22,7.73,2.5,20,600,0.0781
biochar,Unmodified,PB,209.6,0.016,7,22,9.3,2.5,20,600,0.0859
biochar,Unmodified,PB,209.6,0.016,7,22,12.2,2.5,20,600,0.115
biochar,Unmodified,PB,209.6,0.016,7,22,15.8,2.5,20,600,0.184
biochar,Unmodified,PB,209.6,0.016,7,22,20,2.5,20,600,0.194
biochar,Unmodified,PB,209.6,0.016,7,22,23.7,2.5,20,600,0.222
biochar,Unmodified,PB,209.6,0.016,7,22,27.9,2.5,20,600,0.225
biochar,Unmodified,PB,209.6,0.016,7,22,55.4,2.5,20,600,0.247
biochar,Modified,HPB,193.1,0.016,7,22,7.73,2.5,20,600,0.0797
biochar,Modified,HPB,193.1,0.016,7,22,9.3,2.5,20,600,0.153
biochar,Modified,HPB,193.1,0.016,7,22,12.2,2.5,20,600,0.211
biochar,Modified,HPB,193.1,0.016,7,22,15.8,2.5,20,600,0.28
biochar,Modified,HPB,193.1,0.016,7,22,20,2.5,20,600,0.366
biochar,Modified,HPB,193.1,0.016,7,22,23.7,2.5,20,600,0.35
biochar,Modified,HPB,193.1,0.016,7,22,27.9,2.5,20,600,0.375
biochar,Modified,HPB,193.1,0.016,7,22,55.4,2.5,20,600,0.381
biochar,Modified,noscalezero-valentiron(nZVI)pinederivedbiochar(PB)nZVI/BC,211.7,,4.1,22,2.78,2,1,600,8.86
biochar,Modified,nZVI/BC,211.7,,4.1,22,16,2,1,600,16.4
biochar,Modified,nZVI/BC,211.7,,4.1,22,31.9,2,1,600,21.7
biochar,Modified,nZVI/BC,211.7,,4.1,22,40.3,2,1,600,25.2
biochar,Modified,nZVI/BC,211.7,,4.1,22,75.7,2,1,600,33.3
biochar,Modified,nZVI/BC,211.7,,4.1,22,98.6,2,1,600,41.9
biochar,Modified,nZVI/BC,211.7,,4.1,22,215.3,2,1,600,67.9
biochar,Modified,nZVI/BC,211.7,,4.1,22,259,2,1,600,77
biochar,Modified,nZVI/BC,211.7,,1.33,22,100,2,1,600,42.2
biochar,Modified,nZVI/BC,211.7,,2.24,22,100,2,1,600,29.3
biochar,Modified,nZVI/BC,211.7,,3.19,22,100,2,1,600,28.5
biochar,Modified,nZVI/BC,211.7,,4.97,22,100,2,1,600,273
biochar,Modified,nZVI/BC,211.7,,6.49,22,100,2,1,600,20.1
biochar,Modified,nZVI/BC,211.7,,7.33,22,100,2,1,600,17.6
biochar,Modified,nZVI/BC,211.7,,7.59,22,100,2,1,600,13.1
biochar,Unmodified,PB,209.6,0.003,7,22,10,2.5,0.5,600,0.0939
biochar,Unmodified,PB,209.6,0.003,7,22,10,2.5,1,600,0.0914
biochar,Unmodified,PB,209.6,0.003,7,22,10,2.5,2,600,0.0888
biochar,Unmodified,PB,209.6,0.003,7,22,10,2.5,4,600,0.109
biochar,Unmodified,PB,209.6,0.003,7,22,10,2.5,8,600,0.127
biochar,Unmodified,PB,209.6,0.003,7,22,10,2.5,12,600,0.129
biochar,Unmodified,PB,209.6,0.003,7,22,10,2.5,24,600,0.155
biochar,Unmodified,PB,209.6,0.003,7,22,10,2.5,48,600,0.142
biochar,Unmodified,PB,209.6,0.003,7,22,1.8,2.5,24,600,0.0835
biochar,Unmodified,PB,209.6,0.003,7,22,5.01,2.5,24,600,0.121
biochar,Unmodified,PB,209.6,0.003,7,22,9.41,2.5,24,600,0.142
biochar,Unmodified,PB,209.6,0.003,7,22,14.1,2.5,24,600,0.17
biochar,Unmodified,PB,209.6,0.003,7,22,18.5,2.5,24,600,0.176
biochar,Modified,MPB,463.1,0.022,7,22,10,2.5,0.5,600,0.368
biochar,Modified,MPB,463.1,0.022,7,22,10,2.5,1,600,0.434
biochar,Modified,MPB,463.1,0.022,7,22,10,2.5,2,600,0.454
biochar,Modified,MPB,463.1,0.022,7,22,10,2.5,4,600,0.467
biochar,Modified,MPB,463.1,0.022,7,22,10,2.5,8,600,0.487
biochar,Modified,MPB,463.1,0.022,7,22,10,2.5,12,600,0.5
biochar,Modified,MPB,463.1,0.022,7,22,10,2.5,24,600,0.574
biochar,Modified,MPB,463.1,0.022,7,22,10,2.5,48,600,0.579
biochar,Modified,MPB,463.1,0.022,7,22,1.8,2.5,24,600,0.455
biochar,Modified,MPB,463.1,0.022,7,22,5.01,2.5,24,600,0.541
biochar,Modified,MPB,463.1,0.022,7,22,9.41,2.5,24,600,0.572
biochar,Modified,MPB,463.1,0.022,7,22,14.1,2.5,24,600,0.597
biochar,Modified,MPB,463.1,0.022,7,22,18.5,2.5,24,600,0.591
biochar,Modified,BPB,67.4,0.066,7,22,10,2.5,0.5,600,0.424
biochar,Modified,BPB,67.4,0.066,7,22,10,2.5,1,600,0.536
biochar,Modified,BPB,67.4,0.066,7,22,10,2.5,2,600,0.564
biochar,Modified,BPB,67.4,0.066,7,22,10,2.5,4,600,0.624
biochar,Modified,BPB,67.4,0.066,7,22,10,2.5,8,600,0.756
biochar,Modified,BPB,67.4,0.066,7,22,10,2.5,12,600,0.764
biochar,Modified,BPB,67.4,0.066,7,22,10,2.5,24,600,0.838
biochar,Modified,BPB,67.4,0.066,7,22,10,2.5,48,600,0.843
biochar,Modified,BPB,67.4,0.066,7,22,1.8,2.5,24,600,0.547
biochar,Modified,BPB,67.4,0.066,7,22,5.01,2.5,24,600,0.73
biochar,Modified,BPB,67.4,0.066,7,22,9.41,2.5,24,600,0.878
biochar,Modified,BPB,67.4,0.066,7,22,14.1,2.5,24,600,0.909
biochar,Modified,BPB,67.4,0.066,7,22,18.5,2.5,24,600,0.953
biochar,Unmodified,BC,3.38,0.008,2,20,100,1,8,550,11.3
biochar,Unmodified,BC,3.38,0.008,3,20,100,1,8,550,11.1
biochar,Unmodified,BC,3.38,0.008,4,20,100,1,8,550,31.8
biochar,Unmodified,BC,3.38,0.008,5,20,100,1,8,550,40.4
biochar,Unmodified,BC,3.38,0.008,6,20,100,1,8,550,52.5
biochar,Unmodified,BC,3.38,0.008,5,20,100,1,2.28,550,21.39
biochar,Unmodified,BC,3.38,0.008,5,20,100,1,4.17,550,23.18
biochar,Unmodified,BC,3.38,0.008,5,20,100,1,7.93,550,27.86
biochar,Unmodified,BC,3.38,0.008,5,20,100,1,11.8,550,36.55
biochar,Unmodified,BC,3.38,0.008,5,20,100,1,15.5,550,36.99
biochar,Unmodified,BC,3.38,0.008,5,20,100,1,23.1,550,36.77
biochar,Modified,TD,521.55,0.065,2,20,100,1,8,550,8.87
biochar,Modified,TD,521.55,0.065,3,20,100,1,8,550,20.4
biochar,Modified,TD,521.55,0.065,4,20,100,1,8,550,50.2
biochar,Modified,TD,521.55,0.065,5,20,100,1,8,550,61.1
biochar,Modified,TD,521.55,0.065,6,20,100,1,8,550,69
biochar,Modified,TD,521.55,0.065,5,20,100,1,2.28,550,58.38
biochar,Modified,TD,521.55,0.065,5,20,100,1,4.17,550,62.62
biochar,Modified,TD,521.55,0.065,5,20,100,1,7.93,550,62.84
biochar,Modified,TD,521.55,0.065,5,20,100,1,11.8,550,62.84
biochar,Modified,TD,521.55,0.065,5,20,100,1,15.5,550,62.62
biochar,Modified,TD,521.55,0.065,5,20,100,1,23.1,550,62.84
biochar,Modified,BCTD,450.43,0.052,2,20,100,1,8,550,94.1
biochar,Modified,BCTD,450.43,0.052,3,20,100,1,8,550,84.5
biochar,Modified,BCTD,450.43,0.052,4,20,100,1,8,550,78.1
biochar,Modified,BCTD,450.43,0.052,5,20,100,1,8,550,77.6
biochar,Modified,BCTD,450.43,0.052,6,20,100,1,8,550,74.6
biochar,Modified,BCTD,450.43,0.052,5,20,100,1,2.28,550,55.26
biochar,Modified,BCTD,450.43,0.052,5,20,100,1,4.17,550,65.74
biochar,Modified,BCTD,450.43,0.052,5,20,100,1,7.93,550,71.31
biochar,Modified,BCTD,450.43,0.052,5,20,100,1,11.8,550,72.65
biochar,Modified,BCTD,450.43,0.052,5,20,100,1,15.5,550,72.42
biochar,Modified,BCTD,450.43,0.052,5,20,100,1,23.1,550,72.87
biochar,Unmodified,CS,0.74,0.0011,2,30,40,5,24,600,1.368
biochar,Unmodified,CS,0.74,0.0011,3,30,40,5,24,600,4.8
biochar,Unmodified,CS,0.74,0.0011,6,30,40,5,24,600,1.568
biochar,Unmodified,CS,0.74,0.0011,8,30,40,5,24,600,1.112
biochar,Unmodified,CS,0.74,0.0011,10,30,40,5,24,600,1.08
biochar,Unmodified,CS,0.74,0.0011,12,30,40,5,24,600,0.976
biochar,Unmodified,CS,0.74,0.0011,3,30,9.23,5,24,600,1.82
biochar,Unmodified,CS,0.74,0.0011,3,30,13.7,5,24,600,1.82
biochar,Unmodified,CS,0.74,0.0011,3,30,17.4,5,24,600,1.95
biochar,Unmodified,CS,0.74,0.0011,3,30,40.3,5,24,600,2.6
biochar,Unmodified,CS,0.74,0.0011,3,30,89.8,5,24,600,3.38
biochar,Unmodified,CS,0.74,0.0011,3,30,133.7,5,24,600,3.38
biochar,Modified,CS-Fe,4.81,0.012,2,30,40,5,24,600,7.376
biochar,Modified,CS-Fe,4.81,0.012,3,30,40,5,24,600,8.032
biochar,Modified,CS-Fe,4.81,0.012,6,30,40,5,24,600,7.968
biochar,Modified,CS-Fe,4.81,0.012,8,30,40,5,24,600,7.904
biochar,Modified,CS-Fe,4.81,0.012,10,30,40,5,24,600,4.768
biochar,Modified,CS-Fe,4.81,0.012,12,30,40,5,24,600,0.784
biochar,Modified,CS-Fe,4.81,0.012,3,30,8.82,5,24,600,2.66
biochar,Modified,CS-Fe,4.81,0.012,3,30,8.82,5,24,600,3.64
biochar,Modified,CS-Fe,4.81,0.012,3,30,8.82,5,24,600,5.45
biochar,Modified,CS-Fe,4.81,0.012,3,30,9.92,5,24,600,12.5
biochar,Modified,CS-Fe,4.81,0.012,3,30,32.3,5,24,600,15.1
biochar,Modified,CS-Fe,4.81,0.012,3,30,77.2,5,24,600,14.8
biochar,Unmodified,BC400,20.7,0.027,6,25,4,0.667,24,400,3.04
biochar,Unmodified,BC400,20.7,0.027,6,25,20,0.667,24,400,17.1
biochar,Unmodified,BC400,20.7,0.027,6,25,60,0.667,24,400,19.2
biochar,Unmodified,BC400,20.7,0.027,6,25,200,0.667,24,400,21.9
biochar,Unmodified,BC400,20.7,0.027,6,25,400,0.667,24,400,23.6
biochar,Unmodified,BC500,29.1,0.039,6,25,4,0.667,24,500,7.61
biochar,Unmodified,BC500,29.1,0.039,6,25,20,0.667,24,500,15.4
biochar,Unmodified,BC500,29.1,0.039,6,25,60,0.667,24,500,20.7
biochar,Unmodified,BC500,29.1,0.039,6,25,200,0.667,24,500,23.2
biochar,Unmodified,BC500,29.1,0.039,6,25,400,0.667,24,500,24.3
biochar,Unmodified,BC600,29.8,0.038,6,25,4,0.667,24,600,10.6
biochar,Unmodified,BC600,29.8,0.038,6,25,20,0.667,24,600,16.3
biochar,Unmodified,BC600,29.8,0.038,6,25,60,0.667,24,600,16.9
biochar,Unmodified,BC600,29.8,0.038,6,25,200,0.667,24,600,17.7
biochar,Unmodified,BC600,29.8,0.038,6,25,400,0.667,24,600,18.3
biochar,Unmodified,BCA500,49.1,0.357,6,25,4,0.667,24,500,18.3
biochar,Unmodified,BCA500,49.1,0.357,6,25,20,0.667,24,500,26
biochar,Unmodified,BCA500,49.1,0.357,6,25,60,0.667,24,500,30.4
biochar,Unmodified,BCA500,49.1,0.357,6,25,200,0.667,24,500,30.4
biochar,Unmodified,BCA500,49.1,0.357,6,25,400,0.667,24,500,31
biochar,Modified,NFMF,174.4,,7.5,22,20,2.5,1,600,0.86
biochar,Modified,NFMF,174.4,,7.5,22,20,2.5,2,600,1.04
biochar,Modified,NFMF,174.4,,7.5,22,20,2.5,4,600,1.06
biochar,Modified,NFMF,174.4,,7.5,22,20,2.5,8,600,1.3
biochar,Modified,NFMF,174.4,,7.5,22,20,2.5,12,600,1.38
biochar,Modified,NFMF,174.4,,7.5,22,20,2.5,24,600,1.44
biochar,Modified,NFMF,174.4,,7.5,22,20,2.5,48,600,1.49
biochar,Modified,NFMF,174.4,,3,22,50,2.5,24,600,3.55
biochar,Modified,NFMF,174.4,,4,22,50,2.5,24,600,1.95
biochar,Modified,NFMF,174.4,,5,22,50,2.5,24,600,1.81
biochar,Modified,NFMF,174.4,,6,22,50,2.5,24,600,1.48
biochar,Modified,NFMF,174.4,,7,22,50,2.5,24,600,0.95
biochar,Modified,NFMF,174.4,,8,22,50,2.5,24,600,
biochar,Modified,NFMF,174.4,,9,22,50,2.5,24,600,0.69
biochar,Modified,NFMB,387,,7.5,22,20,2.5,1,600,0.64
biochar,Modified,NFMB,387,,7.5,22,20,2.5,2,600,2.85
biochar,Modified,NFMB,387,,7.5,22,20,2.5,4,600,3.23
biochar,Modified,NFMB,387,,7.5,22,20,2.5,8,600,3.78
biochar,Modified,NFMB,387,,7.5,22,20,2.5,12,600,3.86
biochar,Modified,NFMB,387,,7.5,22,20,2.5,24,600,4.14
biochar,Modified,NFMB,387,,7.5,22,20,2.5,48,600,4.2
biochar,Modified,NFMB,387,,3,22,50,2.5,24,600,7.05
biochar,Modified,NFMB,387,,4,22,50,2.5,24,600,6.12
biochar,Modified,NFMB,387,,5,22,50,2.5,24,600,4.9
biochar,Modified,NFMB,387,,6,22,50,2.5,24,600,4.52
biochar,Modified,NFMB,387,,7,22,50,2.5,24,600,4.07
biochar,Modified,NFMB,387,,8,22,50,2.5,24,600,3.76
biochar,Modified,NFMB,387,,9,22,50,2.5,24,600,3.52
biochar,Unmodified,SSA350,2.8,,6,25,100,1,12,350,51.15
biochar,Unmodified,SSA350,2.8,,6,25,100,1,24,350,55.73
biochar,Unmodified,SSA350,2.8,,6,25,100,1,36,350,60.05
biochar,Unmodified,SSA350,2.8,,6,25,100,1,48,350,62.34
biochar,Unmodified,SSA700,37.1,,6,25,100,1,12,700,24.24
biochar,Unmodified,SSA700,37.1,,6,25,100,1,24,700,28.79
biochar,Unmodified,SSA700,37.1,,6,25,100,1,36,700,31.31
biochar,Unmodified,SSA700,37.1,,6,25,100,1,48,700,34.34
biochar,Unmodified,SSB350,5.2,,6,25,100,1,12,350,2.538
biochar,Unmodified,SSB350,5.2,,6,25,100,1,24,350,2.792
biochar,Unmodified,SSB350,5.2,,6,25,100,1,36,350,3.553
biochar,Unmodified,SSB350,5.2,,6,25,100,1,48,350,3.299
biochar,Unmodified,SSB700,15.6,,6,25,100,1,12,700,3.308
biochar,Unmodified,SSB700,15.6,,6,25,100,1,24,700,2.799
biochar,Unmodified,SSB700,15.6,,6,25,100,1,36,700,3.308
biochar,Unmodified,SSB700,15.6,,6,25,100,1,48,700,2.799
biochar,Unmodified,BC,71.04,0.025,2,25,10,5,48,600,0.0922
biochar,Unmodified,BC,71.04,0.025,4,25,10,5,48,600,0.199
biochar,Unmodified,BC,71.04,0.025,5,25,10,5,48,600,0.146
biochar,Unmodified,BC,71.04,0.025,6,25,10,5,48,600,0.131
biochar,Unmodified,BC,71.04,0.025,8,25,10,5,48,600,0.136
biochar,Unmodified,BC,71.04,0.025,10,25,10,5,48,600,0.126
biochar,Modified,FBC,297.13,0.098,2,25,10,5,48,600,1.174
biochar,Modified,FBC,297.13,0.098,4,25,10,5,48,600,1.394
biochar,Modified,FBC,297.13,0.098,5,25,10,5,48,600,1.704
biochar,Modified,FBC,297.13,0.098,6,25,10,5,48,600,1.844
biochar,Modified,FBC,297.13,0.098,8,25,10,5,48,600,1.568
biochar,Modified,FBC,297.13,0.098,10,25,10,5,48,600,1.578
biochar,Unmodified,RB,,,1.1,22,10,2,2,500,1.525
biochar,Unmodified,RB,,,3.5,22,10,2,2,500,1.43
biochar,Unmodified,RB,,,4.5,22,10,2,2,500,1.235
biochar,Unmodified,RB,,,5.6,22,10,2,2,500,0.715
biochar,Unmodified,RB,,,7.9,22,10,2,2,500,0.57
biochar,Modified,FMBC,,,1.1,22,10,2,2,500,4.3
biochar,Modified,FMBC,,,3.5,22,10,2,2,500,3.895
biochar,Modified,FMBC,,,4.5,22,10,2,2,500,3.765
biochar,Modified,FMBC,,,5.6,22,10,2,2,500,3.72
biochar,Modified,FMBC,,,7.9,22,10,2,2,500,3.115
biochar,Modified,FMBC,,,5,22,3.55,2,2,500,1.53
biochar,Modified,FMBC,,,5,22,5.22,2,2,500,2.106
biochar,Modified,FMBC,,,5,22,6.9,2,2,500,2.639
biochar,Modified,FMBC,,,5,22,10.4,2,2,500,3.754
biochar,Modified,FMBC,,,5,22,13.8,2,2,500,4.796
biochar,Modified,FMBC,,,5,22,17.2,2,2,500,5.22
biochar,Modified,FMBC,,,5,22,21.6,2,2,500,4.752
biochar,Modified,FMBC,,,5,22,25.8,2,2,500,1.214
biochar,Unmodified,SBC,,,4,25,1,1,3,450,0.761
biochar,Unmodified,SBC,,,4,25,2.5,1,3,450,1.458
biochar,Unmodified,SBC,,,2,25,2.5,1,3,450,1.12
biochar,Unmodified,SBC,,,4,25,2.5,1,3,450,1.325
biochar,Unmodified,SBC,,,6,25,2.5,1,3,450,1.15
biochar,Unmodified,SBC,,,9,25,2.5,1,3,450,0.78
biochar,Unmodified,SBC,,,4,25,5,1,3,450,2.555
biochar,Unmodified,SBC,,,4,25,10,1,3,450,4.83
biochar,Unmodified,SBC,,,4,25,2.5,1,0.083,450,0.172
biochar,Unmodified,SBC,,,4,25,2.5,1,0.333,450,0.718
biochar,Unmodified,SBC,,,4,25,2.5,1,0.5,450,0.798
biochar,Unmodified,SBC,,,4,25,2.5,1,1,450,1.093
biochar,Unmodified,SBC,,,4,25,2.5,1,1.5,450,1.235
biochar,Unmodified,SBC,,,4,25,2.5,1,2,450,1.315
biochar,Unmodified,SBC,,,4,25,2.5,1,3,450,1.458
biochar,Modified,SBC/MnO,,,4,25,1,1,3,450,0.821
biochar,Modified,SBC/MnO,,,4,25,2.5,1,3,450,1.903
biochar,Modified,SBC/MnO,,,2,25,2.5,1,3,450,1.598
biochar,Modified,SBC/MnO,,,4,25,2.5,1,3,450,1.72
biochar,Modified,SBC/MnO,,,6,25,2.5,1,3,450,1.658
biochar,Modified,SBC/MnO,,,9,25,2.5,1,3,450,1.115
biochar,Modified,SBC/MnO,,,4,25,5,1,3,450,3
biochar,Modified,SBC/MnO,,,4,25,10,1,3,450,5.57
biochar,Modified,SBC/MnO,,,4,25,2.5,1,0.083,450,0.625
biochar,Modified,SBC/MnO,,,4,25,2.5,1,0.333,450,1.078
biochar,Modified,SBC/MnO,,,4,25,2.5,1,0.5,450,1.155
biochar,Modified,SBC/MnO,,,4,25,2.5,1,1,450,1.393
biochar,Modified,SBC/MnO,,,4,25,2.5,1,1.5,450,1.6
biochar,Modified,SBC/MnO,,,4,25,2.5,1,2,450,1.753
biochar,Modified,SBC/MnO,,,4,25,2.5,1,3,450,1.895
biochar,Modified,SBC/CuO,,,4,25,1,1,3,450,0.994
biochar,Modified,SBC/CuO,,,4,25,2.5,1,3,450,2.428
biochar,Modified,SBC/CuO,,,2,25,2.5,1,3,450,2.068
biochar,Modified,SBC/CuO,,,4,25,2.5,1,3,450,2.228
biochar,Modified,SBC/CuO,,,6,25,2.5,1,3,450,2.215
biochar,Modified,SBC/CuO,,,9,25,2.5,1,3,450,2.153
biochar,Modified,SBC/CuO,,,4,25,5,1,3,450,4.795
biochar,Modified,SBC/CuO,,,4,25,10,1,3,450,9.48
biochar,Modified,SBC/CuO,,,4,25,2.5,1,0.083,450,1.013
biochar,Modified,SBC/CuO,,,4,25,2.5,1,0.333,450,2.118
biochar,Modified,SBC/CuO,,,4,25,2.5,1,0.5,450,2.275
biochar,Modified,SBC/CuO,,,4,25,2.5,1,1,450,2.333
biochar,Modified,SBC/CuO,,,4,25,2.5,1,1.5,450,2.385
biochar,Modified,SBC/CuO,,,4,25,2.5,1,2,450,2.405
biochar,Modified,SBC/CuO,,,4,25,2.5,1,3,450,2.42
biochar,Unmodified,Ricehusk(BC-RH),155,0.153,6.85,25,0.9,4,2.03,300,0.0171
biochar,Unmodified,Ricehusk(BC-RH),155,0.153,6.85,25,0.9,4,5.44,300,0.0257
biochar,Unmodified,Ricehusk(BC-RH),155,0.153,6.85,25,0.9,4,10.8,300,0.0394
biochar,Unmodified,Ricehusk(BC-RH),155,0.153,6.85,25,0.9,4,21.2,300,0.0405
biochar,Unmodified,Ricehusk(BC-RH),155,0.153,6.85,25,0.9,4,63.2,300,0.0394
biochar,Unmodified,Sewagesludge(BC-SS),51,0.058,6.85,25,0.9,4,2.03,300,0.0612
biochar,Unmodified,Sewagesludge(BC-SS),51,0.058,6.85,25,0.9,4,5.44,300,0.0599
biochar,Unmodified,Sewagesludge(BC-SS),51,0.058,6.85,25,0.9,4,10.8,300,0.0623
biochar,Unmodified,Sewagesludge(BC-SS),51,0.058,6.85,25,0.9,4,21.2,300,0.0628
biochar,Unmodified,Sewagesludge(BC-SS),51,0.058,6.85,25,0.9,4,63.2,300,0.068
biochar,Unmodified,Solidwaste(BC-SW),5,0.029,6.85,25,0.9,4,2.03,300,0.032
biochar,Unmodified,Solidwaste(BC-SW),5,0.029,6.85,25,0.9,4,5.44,300,0.0394
biochar,Unmodified,Solidwaste(BC-SW),5,0.029,6.85,25,0.9,4,10.8,300,0.0446
biochar,Unmodified,Solidwaste(BC-SW),5,0.029,6.85,25,0.9,4,21.2,300,0.0549
biochar,Unmodified,Solidwaste(BC-SW),5,0.029,6.85,25,0.9,4,63.2,300,0.0549
Iron-BasedSorbent,Modified,Lanthanum(III),52.75,0.169,6,22,25.56,5,6,40,4.9
Iron-BasedSorbent,Modified,Lanthanum(III),52.75,0.169,6,22,51.27,5,6,40,9.79
Iron-BasedSorbent,Modified,Lanthanum(III),52.75,0.169,6,22,100.26,5,6,40,16.08
Iron-BasedSorbent,Modified,Lanthanum(III),52.75,0.169,6,22,151.91,5,6,40,19.85
Iron-BasedSorbent,Modified,Lanthanum(III),52.75,0.169,6,22,300.42,5,6,40,31.11
Iron-BasedSorbent,Modified,Lanthanum(III),52.75,0.169,6,22,497.69,5,6,40,47.47
Iron-BasedSorbent,Modified,Lanthanum(III),52.75,0.169,6,22,750.6,5,6,40,58.17
Iron-BasedSorbent,Modified,Lanthanum(III),52.75,0.169,6,22,1001.07,5,6,40,58.27
Fe-Al,Modified,nosheets,330,,,,6.66,1,1,200,14.96
Fe-Al,Modified,nosheets,330,,,,29.54,1,1,200,20.42
Fe-Al,Modified,nosheets,330,,,,59.69,1,1,200,43.65
Fe-Al,Modified,nosheets,330,,,,96.09,1,1,200,50.84
Fe-Al,Modified,nosheets,330,,,,133.53,1,1,200,71.26
Fe-Al,Modified,nosheets,330,,,,201.58,1,1,200,92.59
Fe-Al,Modified,nosheets,330,,,,291.01,1,1,200,99.78
Fe-Al,Modified,nosheets,330,,,,390.9,1,1,200,102.02
