mt,btu,bt,bet,p,ph,rt,asc,ad,e,pt,target
19,0,74,63.6,0.381,6.8,25,0.06,1,24,60,7.89
14,0,38,29.32,0.081,7,25,50,4,6,600,8.013
4,0,5,87.51,0.09,7,30,1.94,1,3,30,8.12
14,0,27,20.1,0.1,7.1,21.5,1.28,1,48,900,8.5
13,0,22,50.2,0.016,7,30,14.66,0.5,2,500,8.71
7,0,12,13.8,0.058,2,25,20.21,0.4,4,110,8.81
16,0,72,170.51,0.29,2,25,1.16,1.4,24,110,8.82
14,0,44,60.89,0.2926,6.3,25,10,1,24,600,8.851
6,0,10,9.6,0.058,2,25,12.06,0.4,4,110,8.89
11,0,19,189.94,0.09,7,25,1.84,0.1,24,25,8.94
7,0,11,7.5,0.058,2,25,20.09,0.4,4,110,9.17
10,0,18,507.5,0.56,3,25,1.95,1,24,80,9.19
6,0,7,7.5,0.058,2,25,20.15,0.4,4,110,9.2
19,0,74,73.01,0.381,3,25,0.22,5,24,25,9.28
6,0,8,11.2,0.058,2,25,20.15,0.4,4,110,9.31
14,0,37,27.67,0.081,7,25,50,2,6,600,9.475
14,0,44,60.89,0.2926,6.3,25,10,1,24,600,9.504
14,0,44,60.89,0.2926,6.3,25,10,1,24,600,9.504
14,0,44,60.89,0.2926,6.3,25,10,1,24,600,9.504
1,0,1,87.51,0.09,6.5,70,5.46,1,1,25,9.53
14,0,44,60.89,0.2926,6.3,25,10,1,24,600,9.53
14,0,44,60.89,0.2926,6.3,25,10,1,24,600,9.53
14,0,44,60.89,0.2926,6.3,25,10,1,24,600,9.53
6,0,9,13.4,0.058,2,25,19.95,0.4,4,110,9.57
14,0,44,60.89,0.2926,6.3,25,10,1,24,600,9.582
14,0,44,60.89,0.2926,6.3,25,10,1,24,600,9.582
19,0,74,63.6,0.381,6.8,25,0.08,1,24,60,9.91
6,0,10,9.6,0.058,2,25,19.89,0.4,4,110,9.93
7,0,14,20,0.058,2,25,28.14,0.4,4,110,9.96
1,0,1,87.51,0.09,6.5,70,9.99,1,1,25,10.14
1,0,1,87.51,0.09,6.5,70,14.92,1,1,25,10.14
14,0,41,27.04,0.081,6.3,25,10.36,0.5,48,600,10.56
1,0,1,87.51,0.09,6.5,70,19.31,1,1,25,10.79
2,0,2,114,0.39,9,20,10,0.5,0.083,150,11.21
16,0,72,170.51,0.29,2,45,0.76,1.4,24,110,11.36
14,0,27,20.1,0.1,7.1,21.5,3.65,1,48,900,11.4
14,0,44,60.89,0.2926,6.3,25,10.36,0.5,48,600,11.44
7,0,13,18.1,0.058,2,25,28.01,0.4,4,110,11.47
8,1,15,1422.03,0.01,7,25,1.46,0.2,0.5,150,11.59
2,0,2,114,0.39,9,20,10,0.5,0.17,150,11.64
11,0,19,189.94,0.09,7,25,3.67,0.1,24,25,11.65
16,0,72,170.51,0.29,2,35,0.6,1.4,24,110,11.85
2,0,2,114,0.39,9,20,10,0.5,0.25,150,12.08
14,0,66,516.67,0.2433,7,25,19.92,2,2.5,700,12.1
14,0,43,50.2,0.1827,6.3,25,10.363,0.5,48,600,12.32
2,0,2,114,0.39,9,20,10,0.5,0.33,150,12.4
16,0,72,170.51,0.29,2,25,0.52,1.4,24,110,12.51
14,0,25,20.1,0.1,7.1,21.5,25,1,4.02,900,12.7
7,0,12,13.8,0.058,2,25,28.01,0.4,4,110,12.88
5,0,6,114,0.15,3.5,60,13,0.5,24,120,13.11
2,0,2,114,0.39,9,20,10,0.5,0.5,150,13.28
14,0,37,27.67,0.081,7,25,50,2,6,600,13.4
2,0,2,114,0.39,9,20,10,0.5,1,150,13.88
15,1,71,41.87,0.43,6.5,25,2.23,0.2,1,180,13.93
7,0,11,7.5,0.058,2,25,28.01,0.4,4,110,14.03
14,0,27,20.1,0.1,7.1,21.5,6.61,1,48,900,14.1
2,0,2,114,0.39,9,20,10,0.5,2,150,14.12
6,0,8,11.2,0.058,2,25,28.04,0.4,4,110,14.12
8,1,15,1422.03,0.01,7,25,2.85,0.2,0.5,150,14.38
2,0,2,114,0.39,9,20,10,0.5,4,150,14.5
16,0,72,170.51,0.29,2,35,1.33,1.4,24,110,14.51
6,0,7,7.5,0.058,2,25,28.04,0.4,4,110,14.69
6,0,10,9.6,0.058,2,25,28.23,0.4,4,110,14.69
11,0,19,189.94,0.09,7,25,9.61,0.1,24,25,14.7
5,0,6,114,0.15,3.5,45,12.58,0.5,24,120,14.76
19,0,74,63.6,0.381,6.8,25,0.15,1,24,60,14.77
4,0,5,87.51,0.09,7,30,1.1,0.2,3,30,14.83
10,0,18,507.5,0.56,3,25,5.42,1,24,80,14.85
2,0,2,114,0.39,9,20,10,0.5,6,150,14.97
14,0,25,20.1,0.1,7.1,21.5,25,1,24.2,900,15.2
6,0,9,13.4,0.058,2,25,28.17,0.4,4,110,15.21
14,0,27,20.1,0.1,7.1,21.5,9.86,1,48,900,15.3
2,0,2,114,0.39,9,20,10,0.5,12,150,15.46
19,0,74,73.01,0.381,3,25,4.52,5,24,25,15.54
16,0,72,170.51,0.29,2,45,1.41,1.4,24,110,15.59
7,0,13,18.1,0.058,2,25,36.18,0.4,4,110,15.81
5,0,6,114,0.15,3.5,60,16.48,0.5,24,120,15.86
14,0,25,20.1,0.1,7.1,21.5,25,1,48.5,900,15.9
14,0,37,27.67,0.081,7,25,50,2,6,600,16.025
7,0,14,20,0.058,2,25,36.05,0.4,4,110,16.38
5,0,6,114,0.15,3.5,30,10.54,0.5,24,120,16.41
5,0,6,114,0.15,3.5,45,16.06,0.5,24,120,16.49
14,0,35,7.53,0.081,7,25,50,1,6,600,16.5
16,0,72,63.6,0.381,6,25,1.83,0.2,24,25,16.92
15,0,70,340,0.43,7,35,0.75,0.5,3,70,16.98
14,0,66,516.67,0.2433,7,25,35.68,2,2.5,700,17.1
14,0,37,27.67,0.081,7,25,50,2,6,600,17.65
15,0,70,340,0.43,7,25,0.89,0.5,3,70,18.11
15,0,70,340,0.43,7,45,0.75,0.5,3,70,18.11
15,1,71,41.87,0.43,6.5,25,6.29,0.2,1,180,18.11
7,0,12,13.8,0.058,2,25,36.11,0.4,4,110,18.32
8,1,15,1422.03,0.01,7,25,6.14,0.2,0.5,150,18.81
5,0,6,114,0.15,3.5,30,14.02,0.5,24,120,18.89
15,0,70,340,0.43,7,15,0.12,0.5,3,70,19.06
19,0,74,73.01,0.381,3,25,19.09,5,24,25,19.15
19,0,74,63.6,0.381,6.8,25,0.25,1,24,60,19.63
14,0,66,516.67,0.2433,7,25,63.9,2,2.5,700,19.7
11,0,19,189.94,0.09,7,25,30.62,0.1,24,25,19.9
16,0,72,170.51,0.29,2,35,4.57,1.4,24,110,20.68
5,0,6,147.82,0.15,3.5,60,38.17,0.5,24,120,20.74
16,0,72,170.51,0.29,2,45,4.48,1.4,24,110,21.23
14,0,66,516.67,0.2433,7,25,85.68,2,2.5,700,21.5
16,0,72,170.51,0.29,2,25,4.97,1.4,24,110,21.83
7,0,11,7.5,0.058,2,25,36.05,0.4,4,110,22.08
6,0,9,13.4,0.058,2,25,36.12,0.4,4,110,22.47
10,0,18,507.5,0.56,3,25,10.1,1,24,80,22.72
19,0,74,73.01,0.381,3,25,39.4,5,24,25,22.73
6,0,7,7.5,0.058,2,25,35.99,0.4,4,110,23.41
19,0,74,73.01,0.381,3,25,55.71,5,24,25,23.65
6,0,10,9.6,0.058,2,25,35.99,0.4,4,110,23.72
16,0,72,63.6,0.381,6,25,3.72,0.2,24,25,24.04
6,0,8,11.2,0.058,2,25,35.99,0.4,4,110,24.36
15,1,71,41.87,0.43,6.5,25,15.24,0.2,1,180,24.57
5,0,6,147.82,0.15,3.5,60,60.85,0.5,24,120,25.64
5,0,6,147.82,0.15,3.5,45,35.5,0.5,24,120,25.77
8,0,16,147.82,0.058,4.3,25,1.63,0.5,12,120,26.11
5,0,6,147.82,0.15,3.5,60,85.18,0.5,24,120,26.53
11,0,19,189.94,0.09,7,25,50.27,0.1,24,25,26.58
14,0,36,7.53,0.081,7,25,50,1,6,600,26.95
5,0,6,147.82,0.15,3.5,60,109.54,0.5,24,120,27.29
16,0,72,63.6,0.381,6,25,4.79,0.2,24,25,27.34
15,1,71,41.87,0.43,6.5,25,24.4,0.2,1,180,29.02
16,0,72,170.51,0.29,2,25,7.37,1.4,24,110,29.26
16,0,72,170.51,0.29,2,45,5.78,1.4,24,110,29.42
19,0,74,63.6,0.381,6.8,25,0.51,1,24,60,29.55
16,0,72,170.51,0.29,2,35,6.13,1.4,24,110,29.63
16,0,72,170.51,0.29,2,35,15.77,1.4,24,110,29.79
5,0,6,147.82,0.15,3.5,60,133.66,0.5,24,120,29.84
5,0,6,147.82,0.15,3.5,45,58,0.5,24,120,29.9
8,1,15,1422.03,0.01,7,25,20.6,0.2,0.5,150,29.97
16,0,72,170.51,0.29,2,25,15.87,1.4,24,110,30.02
5,0,6,147.82,0.15,3.5,60,158.2,0.5,24,120,30.31
11,0,19,189.94,0.09,7,25,76.77,0.1,24,25,30.47
15,1,71,41.87,0.43,6.5,25,33.91,0.2,1,180,30.54
5,0,6,147.82,0.15,3.5,30,32.65,0.5,24,120,30.6
15,1,71,41.87,0.43,6.5,25,43.76,0.2,1,180,30.73
16,0,72,170.51,0.29,2,45,14.96,1.4,24,110,31.09
5,0,6,147.82,0.15,3.5,60,182.14,0.5,24,120,31.49
10,0,18,507.5,0.56,3,25,21.4,1,24,80,32.6
5,0,6,147.82,0.15,3.5,45,81.73,0.5,24,120,32.73
5,0,6,147.82,0.15,3.5,45,105.25,0.5,24,120,34.31
8,1,15,1422.03,0.01,7,25,46.95,0.2,0.5,150,34.47
16,0,72,63.6,0.381,6,25,8.23,0.2,24,25,34.66
5,0,6,147.82,0.15,3.5,45,129.97,0.5,24,120,35.07
5,0,6,147.82,0.15,3.5,45,155.53,0.5,24,120,35.07
5,0,6,147.82,0.15,3.5,45,179.89,0.5,24,120,35.76
15,0,71,507.5,0.43,8,25,0.1,2,0.25,95,35.83
11,0,19,189.94,0.09,7,25,135.71,0.1,24,25,35.93
15,0,70,340,0.43,7,25,1.52,0.5,3,70,36.03
15,0,70,340,0.43,7,35,1.66,0.5,3,70,36.03
16,0,72,170.51,0.29,2,25,51.25,1.4,24,110,36.3
15,0,70,340,0.43,7,15,1.31,0.5,3,70,36.6
5,0,6,147.82,0.15,3.5,30,54.52,0.5,24,120,36.71
11,0,19,189.94,0.09,7,25,208.13,0.1,24,25,37.08
11,0,19,189.94,0.09,7,25,381.52,0.1,24,25,37.08
15,0,70,340,0.43,7,45,1.31,0.5,3,70,37.16
14,0,36,7.53,0.081,7,25,50,1,6,600,37.4
16,0,72,170.51,0.29,2,45,53.33,1.4,24,110,37.49
8,1,15,1422.03,0.01,7,25,76.72,0.2,0.5,150,37.5
11,0,19,189.94,0.09,7,25,526.36,0.1,24,25,38.05
11,0,19,189.94,0.09,7,25,308.42,0.1,24,25,38.1
8,1,15,1422.03,0.01,7,25,101.29,0.2,0.5,150,38.49
16,0,72,170.51,0.29,2,35,47.88,1.4,24,110,38.57
5,0,6,147.82,0.15,3.5,30,77.62,0.5,24,120,38.93
19,0,74,63.6,0.381,6.8,25,0.88,1,24,60,39.1
5,0,6,147.82,0.15,3.5,30,101.95,0.5,24,120,41.2
16,0,72,170.51,0.29,2,25,80.89,1.4,24,110,41.67
5,0,6,147.82,0.15,3.5,30,126.91,0.5,24,120,42.16
14,0,36,7.53,0.081,7,25,50,1,6,600,42.5
5,0,6,147.82,0.15,3.5,30,150.43,0.5,24,120,42.71
5,0,6,147.82,0.15,3.5,30,174.97,0.5,24,120,43.33
14,0,36,7.53,0.081,7,25,50,1,6,600,44.15
10,0,18,507.5,0.56,3,25,27.62,1,24,80,44.45
15,0,71,507.5,0.43,8,25,0.1,2,0.5,95,44.77
16,0,72,170.51,0.29,2,35,76.03,1.4,24,110,45.94
15,0,71,507.5,0.43,8,25,0.1,2,0.75,95,46.03
15,0,71,507.5,0.43,8,25,0.1,2,1,95,47.31
4,0,5,87.51,0.09,7,30,5.69,1,3,30,48.05
19,0,74,63.6,0.381,6.8,25,1.85,1,24,60,48.09
15,0,71,507.5,0.43,8,25,0.1,2,1.25,95,48.32
15,0,71,507.5,0.43,8,25,0.1,2,1.5,95,49.1
16,0,72,170.51,0.29,2,45,74.62,1.4,24,110,49.15
10,0,18,507.5,0.56,3,25,44.73,1,24,80,50
10,0,18,507.5,0.56,3,25,53.69,1,24,80,50.23
15,0,71,317.07,1.706,4,25,13.41,0.5,24,25,52.29
14,0,47,342.18,0.016,9,25,40,0.5,1,500,52.52
14,0,47,342.18,0.016,8,25,40,0.5,1,500,56.384
10,0,18,507.5,0.56,3,25,101.15,1,24,80,56.88
15,0,71,317.07,1.706,4,25,21.22,0.5,24,25,57.92
15,0,71,317.07,1.706,4,25,27.96,0.5,24,25,64.18
14,0,44,60.89,0.2926,6.3,25,11.01,0.5,48,600,65.14
14,0,42,27.04,0.081,6.3,25,16.84,0.5,48,600,67.78
10,0,18,507.5,0.56,3,25,343.54,1,24,80,68.86
15,0,71,317.07,1.706,4,25,39.88,0.5,24,25,69.14
10,0,18,507.5,0.56,3,25,140.46,1,24,80,69.75
10,0,18,507.5,0.56,3,25,241.2,1,24,80,70.3
4,0,5,87.51,0.09,7,30,9.48,1,3,30,72.02
15,0,71,507.5,0.43,8,25,0.2,2,0.25,95,72.54
14,0,47,342.18,0.016,4,25,40,0.5,1,500,72.672
15,0,71,317.07,1.706,4,25,53.68,0.5,24,25,73.46
15,0,71,317.07,1.706,4,25,62.54,0.5,24,25,73.46
14,0,47,342.18,0.016,7,25,40,0.5,1,500,73.688
14,0,43,50.2,0.1827,6.3,25,12.953,0.5,48,600,75.7
8,0,16,147.82,0.058,4.3,25,9.82,0.5,12,120,77.71
15,0,71,317.07,1.706,4,25,70.97,0.5,24,25,78.75
15,0,71,317.07,1.706,4,25,80.47,0.5,24,25,79.44
15,0,71,317.07,1.706,4,25,88.86,0.5,24,25,82.74
15,0,71,507.5,0.43,8,25,0.2,2,0.5,95,86.06
15,0,71,317.07,1.706,8,25,5.14,0.5,24,25,89
15,0,70,340,0.43,7,25,2.85,0.5,3,70,92.79
15,0,71,507.5,0.43,8,25,0.2,2,0.75,95,92.93
15,0,70,340,0.43,7,15,3.97,0.5,3,70,93.74
15,0,71,507.5,0.43,8,25,0.2,2,1,95,95.22
15,0,70,340,0.43,7,35,2.08,0.5,3,70,96.75
15,0,71,507.5,0.43,8,25,0.2,2,1.25,95,97.76
15,0,70,340,0.43,7,45,1.52,0.5,3,70,97.89
15,0,71,507.5,0.43,8,25,0.2,2,1.5,95,98.04
15,0,71,507.5,0.43,8,25,0.3,2,0.25,95,101.34
15,0,71,317.07,1.706,8,25,8.51,0.5,24,25,102.94
14,0,42,27.04,0.081,6.3,25,38.86,0.5,48,600,106.51
4,0,5,87.51,0.09,7,30,19.44,1,3,30,110.5
15,0,71,317.07,1.706,8,25,18.01,0.5,24,25,112.85
15,0,71,507.5,0.43,8,25,0.3,2,0.5,95,117.65
15,0,71,317.07,1.706,8,25,31.33,0.5,24,25,118.48
8,0,16,147.82,0.058,4.3,25,20.55,0.5,12,120,119.43
14,0,44,60.89,0.2926,6.3,25,15.54,0.5,48,600,121.48
14,0,43,50.2,0.1827,6.3,25,28.497,0.5,48,600,123.24
15,0,71,317.07,1.706,8,25,38.2,0.5,24,25,123.77
15,0,71,317.07,1.706,8,25,46.46,0.5,24,25,127.08
14,0,42,27.04,0.081,6.3,25,102.98,0.5,48,600,128.52
4,0,5,87.51,0.09,7,30,39.9,1,3,30,130.88
15,0,71,317.07,1.706,8,25,54.73,0.5,24,25,131.4
15,0,71,507.5,0.43,8,25,0.3,2,0.75,95,135.5
4,0,5,87.51,0.09,7,30,160.51,1,3,30,135.91
4,0,5,87.51,0.09,7,30,120.14,1,3,30,136.2
4,0,5,87.51,0.09,7,30,79.21,1,3,30,136.72
15,0,71,317.07,1.706,8,25,61.18,0.5,24,25,137.66
15,0,71,317.07,1.706,8,25,69.44,0.5,24,25,140.96
14,0,42,27.04,0.081,6.3,25,237.05,0.5,48,600,142.61
15,0,71,507.5,0.43,8,25,0.3,2,1,95,142.87
15,0,71,507.5,0.43,8,25,0.3,2,1.25,95,144.41
15,0,71,507.5,0.43,8,25,0.3,2,1.5,95,145.95
14,0,43,50.2,0.1827,6.3,25,95.855,0.5,48,600,151.41
15,0,70,340,0.43,7,15,22.1,0.5,3,70,154.46
15,0,70,340,0.43,7,25,19.86,0.5,3,70,160.68
8,0,16,147.82,0.058,4.3,25,40.03,0.5,12,120,165.71
14,0,43,50.2,0.1827,6.3,25,223.446,0.5,48,600,170.77
15,0,70,340,0.43,7,35,12.93,0.5,3,70,173.13
15,0,70,340,0.43,7,45,6.49,0.5,3,70,188.03
8,0,16,147.82,0.058,4.3,25,60.95,0.5,12,120,201.57
14,0,44,60.89,0.2926,6.3,25,41.45,0.5,48,600,204.23
8,0,16,147.82,0.058,4.3,25,90.78,0.5,12,120,220.47
8,0,16,147.82,0.058,4.3,25,135.37,0.5,12,120,230.34
14,0,44,60.89,0.2926,6.3,25,88.08,0.5,48,600,236.8
15,0,70,340,0.43,7,15,76.56,0.5,3,70,245.74
15,0,70,340,0.43,7,25,68.37,0.5,3,70,262.71
15,0,70,340,0.43,7,35,59.97,0.5,3,70,281.19
15,0,70,340,0.43,7,45,52.69,0.5,3,70,293.07
15,0,70,340,0.43,7,15,149.36,0.5,3,70,296.09
15,0,70,340,0.43,7,25,143.06,0.5,3,70,314.19
15,0,70,340,0.43,7,35,132.91,0.5,3,70,334.75
15,0,70,340,0.43,7,45,124.72,0.5,3,70,349.08
